,influenza st,Influenza dis,Common Cold dis,flu st,flu symptoms st,Influenza Vaccine vacc,prevent flu st,Hand sanitizer topic,Oseltamivir med,Oseltamivir st,tamiflu st,pneumonia st,Fever medcond,tylenol st,chills st,Nasal Congestion syndrome,Cough topic,Cold medicine topic,Antibiotics drugtype,Antimicrobial resistance topic,Ibuprofen med,immunity st,Immunity topic,Swine influenza topic,flu medicine st,YEAR,WEEK,Total Cases
533,2.25,3.3766233766233773,59.4,0.8241758241758241,1.0909090909090908,1.0666666666666669,2.25,17.212500000000002,0.5,0.3809523809523809,0.9047619047619048,60.5045045045045,86.31372549019608,39.266666666666666,140.84571428571428,94.37246963562752,104.80490523968784,64.62074303405574,110.41391304347826,9.473684210526317,148.04774740084713,59.858934169279,63.17857142857143,0.051020408163265314,2.817813765182186,2015.0,22.0,194.0
534,2.25,3.3766233766233773,59.4,0.8241758241758241,1.0909090909090908,1.0666666666666669,1.5,21.0375,0.5,0.3809523809523809,0.9047619047619048,57.9834834834835,90.42390289449114,39.266666666666666,148.06857142857143,91.67611336032391,104.80490523968784,61.81114551083591,106.96347826086956,7.105263157894735,148.04774740084713,66.15987460815046,60.019642857142856,0.051020408163265314,4.226720647773279,2015.0,23.0,178.0
535,1.9285714285714288,2.5324675324675323,54.0,0.6593406593406593,0.8181818181818182,1.0666666666666669,1.5,21.0375,0.5,0.3809523809523809,0.9047619047619048,57.9834834834835,84.25863678804856,40.3,144.45714285714286,83.58704453441294,98.81605351170569,59.00154798761611,105.23826086956522,7.578947368421053,145.30612244897958,47.257053291536046,47.38392857142857,0.040816326530612235,4.226720647773279,2015.0,24.0,152.0
536,1.6071428571428572,2.5324675324675323,51.3,0.6593406593406593,0.8181818181818182,1.0666666666666669,0.75,17.212500000000002,0.0,0.3809523809523809,0.9047619047619048,55.46246246246246,88.36881419234359,45.46666666666667,144.45714285714286,83.58704453441294,95.82162764771459,59.00154798761611,106.96347826086956,6.63157894736842,142.56449749711206,53.557993730407524,42.645535714285714,0.030612244897959183,4.9311740890688265,2015.0,25.0,121.0
537,1.6071428571428572,2.5324675324675323,51.3,0.6593406593406593,0.8181818181818182,1.0666666666666669,0.75,19.125,0.5,0.3809523809523809,0.9047619047619048,55.46246246246246,86.31372549019608,43.4,158.90285714285716,80.89068825910931,92.82720178372351,53.38235294117647,108.68869565217392,5.684210526315789,148.04774740084713,53.557993730407524,48.96339285714286,0.030612244897959183,2.1133603238866394,2015.0,26.0,129.0
538,1.6071428571428572,2.5324675324675323,51.3,0.6593406593406593,0.8181818181818182,1.0666666666666669,1.5,17.212500000000002,0.0,0.3809523809523809,0.0,52.94144144144144,86.31372549019608,41.333333333333336,166.12571428571428,72.80161943319838,89.83277591973244,56.191950464396285,108.68869565217392,8.052631578947368,175.46399691952251,53.557993730407524,48.96339285714286,0.030612244897959183,3.5222672064777325,2015.0,27.0,99.0
539,1.6071428571428572,2.5324675324675323,51.3,0.6593406593406593,0.8181818181818182,1.0666666666666669,0.75,19.125,0.5,0.7619047619047619,0.0,55.46246246246246,82.20354808590102,42.36666666666665,140.84571428571428,75.49797570850201,83.84392419175028,53.38235294117647,110.41391304347826,6.63157894736842,167.2391220639199,56.70846394984326,44.225,0.030612244897959183,2.817813765182186,2015.0,28.0,86.0
540,1.6071428571428572,2.5324675324675323,51.3,0.6593406593406593,0.8181818181818182,1.6,1.5,19.125,0.5,0.7619047619047619,0.9047619047619048,52.94144144144144,84.25863678804856,41.333333333333336,151.68,70.10526315789474,83.84392419175028,56.191950464396285,110.41391304347826,6.157894736842105,159.01424720831733,59.858934169279,47.38392857142857,0.030612244897959183,2.817813765182186,2015.0,29.0,73.0
541,1.6071428571428572,2.5324675324675323,54.0,0.6593406593406593,0.8181818181818182,1.6,1.5,19.125,0.5,0.7619047619047619,0.9047619047619048,55.46246246246246,84.25863678804856,41.333333333333336,155.29142857142855,78.19433198380568,86.83835005574137,56.191950464396285,108.68869565217392,6.157894736842105,148.04774740084713,59.858934169279,48.96339285714286,0.030612244897959183,3.5222672064777325,2015.0,30.0,73.0
542,1.6071428571428572,2.5324675324675323,54.0,0.6593406593406593,0.8181818181818182,2.1333333333333333,1.5,19.125,0.5,0.7619047619047619,0.0,55.46246246246246,82.20354808590102,40.3,158.90285714285716,80.89068825910931,83.84392419175028,50.57275541795666,105.23826086956522,4.7368421052631575,148.04774740084713,50.407523510971785,42.645535714285714,0.030612244897959183,2.1133603238866394,2015.0,31.0,93.0
543,1.6071428571428572,3.3766233766233773,56.7,0.6593406593406593,0.8181818181818182,2.6666666666666665,0.75,19.125,0.0,0.3809523809523809,0.0,52.94144144144144,82.20354808590102,40.3,166.12571428571428,83.58704453441294,86.83835005574137,56.191950464396285,103.51304347826084,5.2105263157894735,150.78937235271468,47.257053291536046,45.804464285714296,0.030612244897959183,2.817813765182186,2015.0,32.0,81.0
544,1.9285714285714288,3.3766233766233773,59.4,0.8241758241758241,0.8181818181818182,3.2,1.5,19.125,0.5,0.3809523809523809,0.9047619047619048,55.46246246246246,84.25863678804856,40.3,148.06857142857143,88.97975708502025,89.83277591973244,59.00154798761611,108.68869565217392,7.105263157894735,153.5309973045822,53.557993730407524,45.804464285714296,0.030612244897959183,4.9311740890688265,2015.0,33.0,98.0
545,2.25,4.220779220779221,64.8,0.8241758241758241,0.8181818181818182,4.8,1.5,21.0375,0.5,0.7619047619047619,0.9047619047619048,55.46246246246246,80.1484593837535,40.3,151.68,102.46153846153842,92.82720178372351,67.43034055727554,108.68869565217392,8.052631578947368,150.78937235271468,53.557993730407524,52.12232142857143,0.040816326530612235,4.226720647773279,2015.0,34.0,100.0
546,2.8928571428571432,5.0649350649350655,70.2,0.989010989010989,1.0909090909090908,6.933333333333334,2.25,19.125,0.5,0.3809523809523809,0.9047619047619048,63.025525525525524,84.25863678804856,41.333333333333336,144.45714285714286,113.24696356275305,95.82162764771459,73.04953560371516,110.41391304347826,7.578947368421053,150.78937235271468,63.00940438871472,56.860714285714295,0.040816326530612235,4.9311740890688265,2015.0,35.0,139.0
547,2.8928571428571432,5.909090909090909,78.3,1.1538461538461535,1.0909090909090908,8.533333333333333,1.5,19.125,0.5,0.7619047619047619,0.9047619047619048,68.06756756756756,86.31372549019608,41.333333333333336,137.2342857142857,121.33603238866397,101.81047937569677,84.28792569659444,110.41391304347826,9.473684210526317,150.78937235271468,63.00940438871472,55.28125,0.040816326530612235,6.340080971659919,2015.0,36.0,148.0
548,3.5357142857142856,8.441558441558442,86.4,1.6483516483516485,1.3636363636363635,15.466666666666667,2.25,32.5125,0.5,0.7619047619047619,0.9047619047619048,73.10960960960962,90.42390289449114,44.43333333333334,148.06857142857143,132.1214574898785,116.78260869565216,92.71671826625388,120.76521739130436,12.31578947368421,156.27262225644975,154.3730407523511,93.18839285714287,0.061224489795918366,6.340080971659919,2015.0,37.0,198.0
549,3.8571428571428568,10.129870129870131,94.5,1.978021978021978,1.6363636363636365,19.733333333333334,4.5,21.0375,0.5,1.1428571428571428,0.9047619047619048,78.15165165165166,90.42390289449114,43.4,140.84571428571428,137.51417004048582,116.78260869565216,95.52631578947368,115.58956521739132,10.421052631578947,153.5309973045822,94.51410658307208,75.81428571428572,0.051020408163265314,9.157894736842106,2015.0,38.0,167.0
550,4.5,12.662337662337661,94.5,2.4725274725274717,1.9090909090909087,26.133333333333336,3.75,22.95,0.5,0.3809523809523809,0.9047619047619048,80.67267267267269,88.36881419234359,42.36666666666665,162.51428571428568,121.33603238866397,116.78260869565216,95.52631578947368,115.58956521739132,10.894736842105265,150.78937235271468,78.76175548589345,67.91696428571429,0.061224489795918366,9.862348178137653,2015.0,39.0,202.0
551,4.5,16.883116883116884,97.2,3.131868131868132,2.1818181818181817,36.266666666666666,4.5,21.0375,1.0,0.3809523809523809,1.809523809523809,85.7147147147147,90.42390289449114,43.4,144.45714285714286,115.9433198380567,125.7658862876254,98.33591331269348,113.86434782608696,11.842105263157894,150.78937235271468,78.76175548589345,69.49642857142857,0.061224489795918366,9.862348178137653,2015.0,40.0,127.0
552,4.5,15.194805194805195,97.2,2.9670329670329667,2.1818181818181817,32.0,5.25,21.0375,1.0,0.3809523809523809,1.809523809523809,88.23573573573574,94.53408029878621,44.43333333333334,137.2342857142857,129.4251012145749,131.75473801560756,109.57430340557276,117.31478260869564,9.947368421052632,156.27262225644975,75.61128526645768,64.75803571428571,0.07142857142857142,8.453441295546558,2015.0,41.0,170.0
553,4.178571428571429,15.194805194805195,97.2,2.9670329670329667,2.1818181818181817,32.53333333333333,4.5,19.125,0.5,0.7619047619047619,1.809523809523809,90.75675675675676,90.42390289449114,42.36666666666665,144.45714285714286,121.33603238866397,140.73801560758082,115.1934984520124,120.76521739130436,11.36842105263158,156.27262225644975,85.06269592476491,71.07589285714286,0.061224489795918366,9.157894736842106,2015.0,42.0,149.0
554,4.178571428571429,13.50649350649351,94.5,2.6373626373626373,2.1818181818181817,26.66666666666667,4.5,19.125,1.0,0.3809523809523809,1.809523809523809,90.75675675675676,88.36881419234359,41.333333333333336,151.68,115.9433198380567,137.74358974358975,106.76470588235294,119.04,14.68421052631579,150.78937235271468,81.91222570532916,69.49642857142857,0.061224489795918366,9.157894736842106,2015.0,43.0,150.0
555,4.178571428571429,11.818181818181818,97.2,2.4725274725274717,2.1818181818181817,21.33333333333333,5.25,19.125,1.0,1.1428571428571428,1.809523809523809,93.27777777777777,94.53408029878621,43.4,148.06857142857143,107.85425101214577,143.73244147157192,112.38390092879257,120.76521739130436,14.21052631578947,156.27262225644975,85.06269592476491,71.07589285714286,0.061224489795918366,11.271255060728743,2015.0,44.0,165.0
556,3.8571428571428568,10.974025974025974,105.3,2.142857142857143,2.1818181818181817,17.066666666666666,4.5,19.125,1.0,1.1428571428571428,1.809523809523809,98.31981981981986,92.47899159663864,41.333333333333336,158.90285714285716,124.03238866396762,149.7212931995541,115.1934984520124,124.21565217391304,12.31578947368421,150.78937235271468,81.91222570532916,71.07589285714286,0.061224489795918366,10.5668016194332,2015.0,45.0,208.0
557,3.8571428571428568,10.129870129870131,105.3,1.978021978021978,2.1818181818181817,13.866666666666667,4.5,21.0375,1.0,0.7619047619047619,1.809523809523809,95.79879879879879,92.47899159663864,41.333333333333336,144.45714285714286,124.03238866396762,158.70457079152732,146.0990712074303,129.3913043478261,18.94736842105263,150.78937235271468,81.91222570532916,74.23482142857142,0.061224489795918366,8.453441295546558,2015.0,46.0,182.0
558,2.571428571428572,7.597402597402597,105.3,1.6483516483516485,1.9090909090909087,9.6,3.75,17.212500000000002,1.0,0.3809523809523809,1.809523809523809,85.7147147147147,88.36881419234359,42.36666666666665,144.45714285714286,132.1214574898785,155.71014492753622,132.05108359133126,112.1391304347826,12.31578947368421,145.30612244897958,59.858934169279,56.860714285714295,0.051020408163265314,9.862348178137653,2015.0,47.0,211.0
559,4.178571428571429,9.285714285714286,116.1,1.8131868131868127,2.4545454545454546,9.066666666666666,4.5,19.125,1.5,0.7619047619047619,2.714285714285714,100.84084084084084,92.47899159663864,41.333333333333336,158.90285714285716,126.72874493927124,152.71571906354515,132.05108359133126,120.76521739130436,13.73684210526316,145.30612244897958,91.36363636363636,77.39375,0.051020408163265314,10.5668016194332,2015.0,48.0,226.0
560,3.8571428571428568,7.597402597402597,105.3,1.6483516483516485,2.4545454545454546,8.0,5.25,21.0375,1.5,1.1428571428571428,2.714285714285714,95.79879879879879,94.53408029878621,43.4,158.90285714285716,121.33603238866397,155.71014492753622,132.05108359133126,119.04,15.63157894736842,150.78937235271468,88.21316614420063,75.81428571428572,0.07142857142857142,11.271255060728743,2015.0,49.0,246.0
561,3.5357142857142856,7.597402597402597,110.7,1.6483516483516485,2.4545454545454546,6.933333333333334,3.75,17.212500000000002,1.5,0.7619047619047619,2.714285714285714,95.79879879879879,96.58916900093372,42.36666666666665,158.90285714285716,132.1214574898785,164.69342251950943,140.4798761609907,120.76521739130436,11.36842105263158,153.5309973045822,75.61128526645768,66.3375,0.061224489795918366,10.5668016194332,2015.0,50.0,436.0
562,2.571428571428572,7.597402597402597,121.5,1.8131868131868127,2.727272727272727,4.8,6.75,17.212500000000002,2.0,0.7619047619047619,3.6190476190476186,93.27777777777777,100.69934640522877,47.53333333333334,184.18285714285716,159.085020242915,182.659977703456,162.95665634674918,119.04,5.2105263157894735,164.49749711205237,44.10658307210033,44.225,0.051020408163265314,10.5668016194332,2015.0,51.0,386.0
563,3.2142857142857144,8.441558441558442,148.5,1.8131868131868127,2.727272727272727,4.8,3.75,15.3,2.0,0.7619047619047619,4.523809523809524,108.40390390390392,106.86461251167131,50.63333333333333,202.24,183.35222672064782,188.64882943143814,188.24303405572758,122.49043478260869,7.105263157894735,183.68887177512516,44.10658307210033,47.38392857142857,0.051020408163265314,11.975708502024293,2015.0,52.0,464.0
564,3.8571428571428568,8.441558441558442,145.8,1.8131868131868127,2.727272727272727,4.8,3.75,19.125,2.0,0.7619047619047619,3.6190476190476186,103.36186186186184,102.7544351073763,46.5,205.85142857142856,161.78137651821862,179.66555183946488,162.95665634674918,124.21565217391304,8.526315789473685,161.7558721601848,59.858934169279,66.3375,0.07142857142857142,11.975708502024293,2016.0,1.0,580.0
565,3.8571428571428568,7.597402597402597,124.2,1.6483516483516485,2.1818181818181817,4.266666666666667,4.5,19.125,1.5,0.7619047619047619,2.714285714285714,95.79879879879879,100.69934640522877,45.46666666666667,187.7942857142857,137.51417004048582,164.69342251950943,157.3374613003096,117.31478260869564,7.578947368421053,156.27262225644975,56.70846394984326,61.59910714285714,0.07142857142857142,10.5668016194332,2016.0,2.0,795.0
566,3.8571428571428568,7.597402597402597,132.3,1.8131868131868127,2.4545454545454546,3.733333333333333,4.5,21.0375,2.0,0.7619047619047619,2.714285714285714,95.79879879879879,106.86461251167131,48.56666666666666,184.18285714285716,156.38866396761136,170.68227424749162,151.71826625386998,122.49043478260869,8.526315789473685,169.98074701578744,72.46081504702194,67.91696428571429,0.07142857142857142,11.975708502024293,2016.0,3.0,1031.0
567,4.5,8.441558441558442,124.2,1.8131868131868127,2.4545454545454546,3.733333333333333,4.5,21.0375,2.0,1.1428571428571428,3.6190476190476186,100.84084084084084,113.02987861811391,49.60000000000001,198.62857142857143,161.78137651821862,173.67670011148275,154.52786377708978,124.21565217391304,11.36842105263158,172.722371967655,75.61128526645768,74.23482142857142,0.11224489795918367,11.975708502024293,2016.0,4.0,1447.0
568,5.142857142857143,8.441558441558442,116.1,1.6483516483516485,2.4545454545454546,3.733333333333333,4.5,17.212500000000002,2.5,1.1428571428571428,4.523809523809524,103.36186186186184,117.14005602240896,46.5,216.68571428571425,153.69230769230768,170.68227424749162,143.28947368421052,125.94086956521738,12.31578947368421,164.49749711205237,81.91222570532916,71.07589285714286,0.1020408163265306,10.5668016194332,2016.0,5.0,2159.0
569,5.7857142857142865,9.285714285714286,132.3,1.8131868131868127,2.727272727272727,3.2,6.75,21.0375,3.5,1.1428571428571428,6.333333333333332,103.36186186186184,121.25023342670404,48.56666666666666,216.68571428571425,159.085020242915,176.6711259754738,148.90866873065016,129.3913043478261,11.842105263157894,175.46399691952251,75.61128526645768,74.23482142857142,0.1020408163265306,13.384615384615385,2016.0,6.0,3129.0
570,7.071428571428571,11.818181818181818,126.9,2.3076923076923075,3.5454545454545454,3.733333333333333,5.25,19.125,5.0,1.5238095238095235,9.047619047619047,105.88288288288288,131.52567693744163,49.60000000000001,223.90857142857143,161.78137651821862,188.64882943143814,151.71826625386998,129.3913043478261,10.421052631578947,180.9472468232576,78.76175548589345,74.23482142857142,0.14285714285714285,14.79352226720648,2016.0,7.0,4227.0
571,8.678571428571429,13.50649350649351,113.4,2.4725274725274717,4.090909090909091,3.733333333333333,5.25,19.125,6.5,1.9047619047619049,10.857142857142856,108.40390390390392,135.6358543417367,51.66666666666666,216.68571428571425,150.99595141700402,182.659977703456,143.28947368421052,134.56695652173914,13.73684210526316,183.68887177512516,85.06269592476491,83.71160714285716,0.1326530612244898,16.202429149797574,2016.0,8.0,5686.0
572,9.642857142857142,13.50649350649351,110.7,2.6373626373626373,4.090909090909091,3.2,7.5,19.125,7.0,1.1428571428571428,12.666666666666664,103.36186186186184,139.74603174603178,50.63333333333333,216.68571428571425,148.2995951417004,170.68227424749162,140.4798761609907,134.56695652173914,15.157894736842106,172.722371967655,138.62068965517244,96.34732142857143,0.15306122448979592,14.79352226720648,2016.0,9.0,7152.0
573,10.285714285714286,14.35064935064935,105.3,2.8021978021978025,4.363636363636363,3.2,8.25,19.125,8.0,1.9047619047619049,14.476190476190474,100.84084084084084,145.91129785247432,49.60000000000001,223.90857142857143,142.9068825910931,176.6711259754738,126.43188854489165,129.3913043478261,14.21052631578947,175.46399691952251,97.66457680250784,83.71160714285716,0.16326530612244894,15.497975708502025,2016.0,10.0,8697.0
